Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,34802,-13,1,20.9916,-4.65088,19.3791,-6.59203,-0.325017,1.80634,13,-1,4.85864,-4.02601,-2.62996,0.685385,0.142046,-2.56294,-11,1,23.4288,9.65199,-17.4962,-12.2324,-0.579237,-1.06668,11,-1,34.4889,-5.81329,-11.6887,31.9228,1.62674,-2.03232
1,34804,-13,1,48.4139,25.4812,29.2498,28.9663,0.690506,0.854146,13,-1,26.7388,-18.7214,-18.0542,-6.20543,-0.236384,-2.37433,-11,1,14.1989,-2.76718,-9.05447,-10.5815,-0.962147,-1.8674,11,-1,3.23747,-2.9494,-1.3324,0.0834576,0.0257843,-2.71728
