Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
200519,1402605,-13,1,64.119,-51.8037,17.0699,33.7081,0.584201,2.82329,13,-1,82.7822,36.336,15.0351,72.8458,1.37564,0.392328,-11,1,77.3807,-20.9509,12.8889,-73.3669,-1.81294,2.59008,11,-1,15.9948,10.1315,-12.3581,-0.678758,-0.0424618,-0.884081
200519,1402606,-13,1,25.6174,15.5729,-16.5969,-11.7587,-0.496067,-0.817219,13,-1,57.7245,14.7751,-13.0749,-54.248,-1.73613,-0.724425,11,-1,63.7132,-25.9667,46.6556,-34.7614,-0.612084,2.07866,-11,1,50.7019,17.6718,-4.5837,-47.301,-1.68047,-0.253787
