Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
1,180802,-11,1,41.0764,-9.80277,-36.1785,-16.8015,-0.434447,-1.8354,-11,1,39.0131,5.23701,19.491,-33.387,-1.2774,1.30831,11,-1,41.3875,4.74439,16.848,-37.5042,-1.50569,1.2963,11,-1,17.0196,-0.0642342,7.26739,-15.3899,-1.49502,1.57963
1,180823,11,-1,114.804,30.6696,12.5626,-109.916,-1.91403,0.388763,-11,1,24.7909,-22.344,-1.22283,-10.6696,-0.460366,-3.08692,-11,1,13.064,-2.37249,-11.5483,-5.62812,-0.460892,-1.77342,11,-1,15.7106,-4.51982,-1.22867,-14.9961,-1.88036,-2.87617
